slot_id,doctor_id,service_id,date,start_time,end_time,status,capacity,booked_count,estimated_wait_time,is_telehealth,room
SL00836,D041,SV033,2026-06-04,11:00,11:20,available,1,0,18,no,415
SL00837,D041,SV032,2026-06-04,13:30,13:55,blocked,1,0,,no,415
SL00838,D041,SV032,2026-06-04,14:00,14:25,available,1,0,9,no,415
SL00839,D041,SV033,2026-06-04,14:30,14:50,available,1,0,9,no,415
SL00840,D041,SV031,2026-06-04,15:00,15:20,available,1,0,25,no,415
SL00841,D041,SV031,2026-06-04,15:30,15:50,available,1,0,15,no,415
SL00842,D041,SV033,2026-06-04,16:00,16:20,booked,1,1,27,no,415
SL00843,D041,SV031,2026-06-04,16:30,16:50,available,1,0,24,no,415
SL00844,D042,SV031,2026-06-04,08:00,08:20,available,1,0,26,no,414
SL00845,D042,SV033,2026-06-04,08:30,08:50,available,1,0,42,no,414
SL00846,D042,SV032,2026-06-04,09:00,09:25,booked,1,1,48,no,414
SL00847,D042,SV033,2026-06-04,09:30,09:50,available,1,0,15,no,414
SL00848,D042,SV031,2026-06-04,10:00,10:20,available,1,0,16,no,414
SL00849,D042,SV031,2026-06-04,10:30,10:50,booked,1,1,43,no,414
SL00850,D042,SV031,2026-06-04,11:00,11:20,booked,1,1,24,no,414
SL00851,D042,SV032,2026-06-04,13:30,13:55,available,1,0,27,no,414
SL00852,D042,SV031,2026-06-04,14:00,14:20,booked,1,1,37,no,414
SL00853,D042,SV033,2026-06-04,14:30,14:50,available,1,0,20,no,414
SL00854,D042,SV032,2026-06-04,15:00,15:25,available,1,0,22,no,414
SL00855,D042,SV032,2026-06-04,15:30,15:55,booked,1,1,29,no,414
SL00856,D042,SV031,2026-06-04,16:00,16:20,booked,1,1,29,no,414
SL00857,D042,SV032,2026-06-04,16:30,16:55,booked,1,1,43,no,414
SL00858,D043,SV033,2026-06-04,08:00,08:20,booked,1,1,50,no,418
SL00859,D043,SV033,2026-06-04,08:30,08:50,booked,1,1,48,no,418
SL00860,D043,SV032,2026-06-04,09:00,09:25,available,1,0,27,no,418
SL00861,D043,SV031,2026-06-04,09:30,09:50,available,1,0,17,no,418
SL00862,D043,SV032,2026-06-04,10:00,10:25,booked,1,1,41,no,418
SL00863,D043,SV033,2026-06-04,10:30,10:50,booked,1,1,41,no,418
SL00864,D043,SV031,2026-06-04,11:00,11:20,booked,1,1,47,no,418
SL00865,D044,SV033,2026-06-04,13:30,13:50,available,1,0,19,no,408
SL00866,D044,SV031,2026-06-04,14:00,14:20,available,1,0,12,no,408
SL00867,D044,SV033,2026-06-04,14:30,14:50,booked,1,1,23,no,408
SL00868,D044,SV033,2026-06-04,15:00,15:20,available,1,0,13,no,408
SL00869,D044,SV032,2026-06-04,15:30,15:55,available,1,0,24,no,408
SL00870,D044,SV033,2026-06-04,16:00,16:20,booked,1,1,25,no,408
SL00871,D044,SV032,2026-06-04,16:30,16:55,booked,1,1,30,no,408
SL00872,D046,SV035,2026-06-04,13:30,13:55,available,1,0,14,no,203
SL00873,D046,SV034,2026-06-04,14:00,14:25,booked,1,1,28,no,203
SL00874,D046,SV034,2026-06-04,14:30,14:55,available,1,0,21,no,203
SL00875,D046,SV035,2026-06-04,15:00,15:25,booked,1,1,35,no,203
SL00876,D046,SV035,2026-06-04,16:00,16:25,available,1,0,24,no,203
SL00877,D046,SV034,2026-06-04,16:30,16:55,booked,1,1,34,no,203
SL00878,D048,SV036,2026-06-04,13:30,13:50,available,1,0,18,no,201
SL00879,D048,SV036,2026-06-04,14:00,14:20,booked,1,1,35,no,201
SL00880,D048,SV036,2026-06-04,14:30,14:50,booked,1,1,20,no,201
SL00881,D048,SV036,2026-06-04,15:00,15:20,available,1,0,15,no,201
SL00882,D048,SV034,2026-06-04,15:30,15:55,booked,1,1,38,no,201
SL00883,D048,SV036,2026-06-04,16:00,16:20,available,1,0,26,no,201
SL00884,D048,SV034,2026-06-04,16:30,16:55,booked,1,1,33,no,201
SL00885,D005,SV004,2026-06-05,08:00,08:20,available,1,0,33,yes,316
SL00886,D005,SV005,2026-06-05,08:30,08:55,available,1,0,30,no,316
SL00887,D005,SV004,2026-06-05,09:00,09:20,available,1,0,37,no,316
SL00888,D005,SV004,2026-06-05,09:30,09:50,available,1,0,29,no,316
SL00889,D005,SV004,2026-06-05,10:00,10:20,available,1,0,20,no,316
SL00890,D005,SV005,2026-06-05,10:30,10:55,available,1,0,12,yes,316
SL00891,D005,SV006,2026-06-05,11:00,11:25,available,1,0,17,yes,316
SL00892,D008,SV005,2026-06-05,08:00,08:25,booked,1,1,48,no,317
SL00893,D008,SV006,2026-06-05,08:30,08:55,booked,1,1,49,no,317
SL00894,D008,SV005,2026-06-05,09:00,09:25,booked,1,1,44,no,317
SL00895,D008,SV006,2026-06-05,09:30,09:55,available,1,0,30,yes,317
SL00896,D008,SV005,2026-06-05,10:00,10:25,booked,1,1,43,yes,317
SL00897,D008,SV005,2026-06-05,10:30,10:55,booked,1,1,26,yes,317
SL00898,D008,SV006,2026-06-05,11:00,11:25,booked,1,1,30,no,317
SL00899,D008,SV004,2026-06-05,14:00,14:20,available,1,0,16,yes,317
SL00900,D008,SV004,2026-06-05,14:30,14:50,available,1,0,8,no,317
SL00901,D008,SV006,2026-06-05,15:00,15:25,available,1,0,11,no,317
SL00902,D008,SV006,2026-06-05,15:30,15:55,available,1,0,16,no,317
SL00903,D008,SV004,2026-06-05,16:30,16:50,blocked,1,0,,no,317
SL00904,D009,SV008,2026-06-05,08:00,08:30,available,1,0,43,no,110
SL00905,D009,SV009,2026-06-05,08:30,08:55,booked,1,1,65,no,110
SL00906,D009,SV009,2026-06-05,09:00,09:25,available,1,0,31,no,110
SL00907,D009,SV007,2026-06-05,09:30,09:55,booked,1,1,39,no,110
SL00908,D009,SV008,2026-06-05,10:00,10:30,available,1,0,20,no,110
SL00909,D009,SV007,2026-06-05,10:30,10:55,booked,1,1,42,no,110
SL00910,D009,SV009,2026-06-05,11:00,11:25,available,1,0,34,no,110
SL00911,D011,SV008,2026-06-05,08:30,09:00,booked,1,1,49,no,120
SL00912,D011,SV008,2026-06-05,09:00,09:30,blocked,1,0,,no,120
SL00913,D011,SV007,2026-06-05,09:30,09:55,available,1,0,26,no,120
SL00914,D011,SV008,2026-06-05,10:30,11:00,available,1,0,18,no,120
SL00915,D012,SV008,2026-06-05,08:00,08:30,available,1,0,29,no,110
SL00916,D012,SV007,2026-06-05,08:30,08:55,available,1,0,42,no,110
SL00917,D012,SV008,2026-06-05,09:00,09:30,available,1,0,36,no,110
SL00918,D012,SV007,2026-06-05,09:30,09:55,available,1,0,27,no,110
SL00919,D012,SV007,2026-06-05,10:00,10:25,available,1,0,26,no,110
SL00920,D012,SV007,2026-06-05,10:30,10:55,available,1,0,21,no,110
SL00921,D012,SV009,2026-06-05,11:00,11:25,available,1,0,32,no,110
SL00922,D015,SV011,2026-06-05,14:00,14:25,blocked,1,0,,yes,418
SL00923,D015,SV010,2026-06-05,14:30,14:50,available,1,0,24,no,418
SL00924,D015,SV012,2026-06-05,15:00,15:25,available,1,0,18,no,418
SL00925,D015,SV012,2026-06-05,15:30,15:55,booked,1,1,29,yes,418
SL00926,D015,SV011,2026-06-05,16:00,16:25,available,1,0,20,no,418
SL00927,D015,SV011,2026-06-05,16:30,16:55,available,1,0,23,no,418
SL00928,D016,SV012,2026-06-05,14:30,14:55,available,1,0,16,no,409
SL00929,D016,SV010,2026-06-05,15:00,15:20,available,1,0,13,no,409
SL00930,D016,SV012,2026-06-05,16:00,16:25,available,1,0,21,no,409
SL00931,D016,SV011,2026-06-05,16:30,16:55,blocked,1,0,,yes,409
SL00932,D018,SV014,2026-06-05,08:00,08:25,available,1,0,30,no,501
SL00933,D018,SV014,2026-06-05,08:30,08:55,booked,1,1,64,no,501
SL00934,D018,SV014,2026-06-05,09:00,09:25,available,1,0,34,no,501
SL00935,D018,SV014,2026-06-05,09:30,09:55,available,1,0,22,no,501
SL00936,D018,SV014,2026-06-05,10:00,10:25,booked,1,1,39,no,501
SL00937,D018,SV014,2026-06-05,10:30,10:55,available,1,0,25,no,501
SL00938,D018,SV013,2026-06-05,11:00,11:30,booked,1,1,39,no,501
SL00939,D018,SV014,2026-06-05,13:30,13:55,booked,1,1,34,no,501
SL00940,D018,SV014,2026-06-05,14:00,14:25,available,1,0,25,no,501
SL00941,D018,SV013,2026-06-05,14:30,15:00,available,1,0,31,no,501
SL00942,D018,SV013,2026-06-05,15:00,15:30,booked,1,1,47,no,501
SL00943,D018,SV013,2026-06-05,15:30,16:00,available,1,0,30,no,501
SL00944,D018,SV015,2026-06-05,16:00,16:25,available,1,0,21,no,501
SL00945,D018,SV015,2026-06-05,16:30,16:55,available,1,0,30,no,501
SL00946,D019,SV015,2026-06-05,08:00,08:25,booked,1,1,57,no,506
SL00947,D019,SV014,2026-06-05,08:30,08:55,booked,1,1,49,no,506
SL00948,D019,SV013,2026-06-05,09:00,09:30,blocked,1,0,,no,506
SL00949,D019,SV015,2026-06-05,09:30,09:55,booked,1,1,50,yes,506
SL00950,D019,SV013,2026-06-05,10:00,10:30,blocked,1,0,,yes,506
SL00951,D019,SV013,2026-06-05,10:30,11:00,available,1,0,24,no,506
SL00952,D019,SV015,2026-06-05,11:00,11:25,available,1,0,17,yes,506
SL00953,D019,SV015,2026-06-05,13:30,13:55,available,1,0,18,no,506
SL00954,D019,SV013,2026-06-05,14:00,14:30,available,1,0,27,yes,506
SL00955,D019,SV014,2026-06-05,14:30,14:55,booked,1,1,37,yes,506
SL00956,D019,SV015,2026-06-05,15:00,15:25,available,1,0,28,yes,506
SL00957,D019,SV014,2026-06-05,15:30,15:55,blocked,1,0,,no,506
SL00958,D019,SV014,2026-06-05,16:00,16:25,blocked,1,0,,yes,506
SL00959,D019,SV013,2026-06-05,16:30,17:00,booked,1,1,43,no,506
SL00960,D021,SV016,2026-06-05,08:00,08:30,booked,1,1,50,no,313
SL00961,D021,SV017,2026-06-05,08:30,09:30,booked,1,1,42,no,313
SL00962,D021,SV018,2026-06-05,09:00,09:30,available,1,0,36,no,313
SL00963,D021,SV018,2026-06-05,09:30,10:00,blocked,1,0,,no,313
SL00964,D021,SV018,2026-06-05,10:00,10:30,available,1,0,26,no,313
SL00965,D021,SV018,2026-06-05,10:30,11:00,booked,1,1,28,no,313
SL00966,D021,SV016,2026-06-05,11:00,11:30,available,1,0,16,no,313
SL00967,D021,SV016,2026-06-05,13:30,14:00,booked,1,1,43,no,313
SL00968,D021,SV016,2026-06-05,14:00,14:30,booked,1,1,29,no,313
SL00969,D021,SV018,2026-06-05,14:30,15:00,available,1,0,26,no,313
SL00970,D021,SV016,2026-06-05,15:00,15:30,available,1,0,18,no,313
SL00971,D021,SV017,2026-06-05,15:30,16:30,booked,1,1,36,no,313
SL00972,D021,SV018,2026-06-05,16:00,16:30,blocked,1,0,,no,313
SL00973,D021,SV016,2026-06-05,16:30,17:00,booked,1,1,32,no,313
SL00974,D023,SV016,2026-06-05,08:00,08:30,available,1,0,32,no,309
SL00975,D023,SV018,2026-06-05,08:30,09:00,available,1,0,32,no,309
SL00976,D023,SV017,2026-06-05,09:00,10:00,available,1,0,39,no,309
SL00977,D023,SV016,2026-06-05,09:30,10:00,available,1,0,25,no,309
SL00978,D023,SV016,2026-06-05,10:00,10:30,available,1,0,24,no,309
SL00979,D023,SV016,2026-06-05,10:30,11:00,booked,1,1,33,no,309
SL00980,D023,SV017,2026-06-05,11:00,12:00,blocked,1,0,,no,309
SL00981,D023,SV018,2026-06-05,13:30,14:00,booked,1,1,26,no,309
SL00982,D023,SV017,2026-06-05,14:00,15:00,available,1,0,26,no,309
SL00983,D023,SV017,2026-06-05,15:30,16:30,available,1,0,10,no,309
SL00984,D023,SV018,2026-06-05,16:00,16:30,booked,1,1,39,no,309
SL00985,D025,SV021,2026-06-05,08:00,08:25,available,1,0,24,no,604
SL00986,D025,SV019,2026-06-05,08:30,09:00,available,1,0,31,no,604
SL00987,D025,SV019,2026-06-05,09:00,09:30,booked,1,1,45,no,604
SL00988,D025,SV019,2026-06-05,09:30,10:00,available,1,0,14,no,604
SL00989,D025,SV020,2026-06-05,10:00,10:30,available,1,0,19,no,604
SL00990,D025,SV019,2026-06-05,10:30,11:00,available,1,0,29,no,604
SL00991,D025,SV021,2026-06-05,11:00,11:25,available,1,0,26,no,604
SL00992,D028,SV021,2026-06-05,13:30,13:55,available,1,0,21,no,605
SL00993,D028,SV020,2026-06-05,14:00,14:30,available,1,0,17,no,605
SL00994,D028,SV021,2026-06-05,14:30,14:55,booked,1,1,31,no,605
SL00995,D028,SV021,2026-06-05,15:00,15:25,blocked,1,0,,no,605
SL00996,D028,SV019,2026-06-05,15:30,16:00,booked,1,1,35,no,605
SL00997,D028,SV021,2026-06-05,16:00,16:25,available,1,0,14,no,605
SL00998,D028,SV019,2026-06-05,16:30,17:00,available,1,0,23,no,605
SL00999,D029,SV024,2026-06-05,13:30,14:00,available,1,0,26,no,715
SL01000,D029,SV024,2026-06-05,14:00,14:30,available,1,0,21,no,715
SL01001,D029,SV024,2026-06-05,14:30,15:00,available,1,0,23,no,715
SL01002,D029,SV023,2026-06-05,15:00,15:25,booked,1,1,32,no,715
SL01003,D029,SV022,2026-06-05,15:30,16:00,available,1,0,9,no,715
SL01004,D029,SV024,2026-06-05,16:00,16:30,booked,1,1,29,no,715
SL01005,D029,SV024,2026-06-05,16:30,17:00,booked,1,1,27,no,715
SL01006,D030,SV022,2026-06-05,08:00,08:30,booked,1,1,50,yes,718
SL01007,D030,SV022,2026-06-05,08:30,09:00,available,1,0,32,no,718
SL01008,D030,SV022,2026-06-05,09:00,09:30,available,1,0,33,yes,718
SL01009,D030,SV022,2026-06-05,09:30,10:00,available,1,0,24,no,718
SL01010,D030,SV022,2026-06-05,10:00,10:30,available,1,0,12,yes,718
SL01011,D030,SV023,2026-06-05,10:30,10:55,available,1,0,20,no,718
SL01012,D030,SV024,2026-06-05,11:00,11:30,available,1,0,19,no,718
SL01013,D031,SV024,2026-06-05,13:30,14:00,available,1,0,25,no,701
SL01014,D031,SV023,2026-06-05,14:00,14:25,available,1,0,24,yes,701
SL01015,D031,SV023,2026-06-05,14:30,14:55,available,1,0,22,yes,701
SL01016,D031,SV024,2026-06-05,15:00,15:30,blocked,1,0,,yes,701
SL01017,D031,SV024,2026-06-05,15:30,16:00,available,1,0,21,no,701
SL01018,D031,SV022,2026-06-05,16:00,16:30,blocked,1,0,,yes,701
SL01019,D031,SV022,2026-06-05,16:30,17:00,booked,1,1,26,no,701
SL01020,D033,SV027,2026-06-05,08:00,08:25,available,1,0,34,yes,519
SL01021,D033,SV026,2026-06-05,08:30,09:00,available,1,0,35,yes,519
SL01022,D033,SV025,2026-06-05,09:00,09:30,booked,1,1,41,no,519
SL01023,D033,SV027,2026-06-05,09:30,09:55,booked,1,1,32,yes,519
SL01024,D033,SV026,2026-06-05,10:00,10:30,available,1,0,27,no,519
SL01025,D033,SV025,2026-06-05,10:30,11:00,available,1,0,24,yes,519
SL01026,D033,SV025,2026-06-05,11:00,11:30,available,1,0,13,no,519
SL01027,D033,SV025,2026-06-05,13:30,14:00,booked,1,1,35,no,519
SL01028,D033,SV026,2026-06-05,14:00,14:30,booked,1,1,35,no,519
SL01029,D033,SV026,2026-06-05,14:30,15:00,available,1,0,15,no,519
SL01030,D033,SV027,2026-06-05,15:00,15:25,booked,1,1,34,yes,519
SL01031,D034,SV025,2026-06-05,08:00,08:30,available,1,0,24,no,516
SL01032,D034,SV027,2026-06-05,08:30,08:55,available,1,0,31,no,516
SL01033,D034,SV027,2026-06-05,09:00,09:25,available,1,0,34,no,516
SL01034,D034,SV026,2026-06-05,09:30,10:00,booked,1,1,22,no,516
SL01035,D034,SV026,2026-06-05,10:00,10:30,available,1,0,30,no,516
SL01036,D034,SV027,2026-06-05,10:30,10:55,available,1,0,17,no,516
SL01037,D034,SV026,2026-06-05,11:00,11:30,blocked,1,0,,no,516
SL01038,D034,SV026,2026-06-05,13:30,14:00,available,1,0,15,no,516
SL01039,D034,SV025,2026-06-05,14:00,14:30,blocked,1,0,,no,516
SL01040,D034,SV026,2026-06-05,14:30,15:00,available,1,0,12,no,516
SL01041,D034,SV025,2026-06-05,15:00,15:30,available,1,0,24,no,516
SL01042,D034,SV027,2026-06-05,15:30,15:55,available,1,0,16,no,516
SL01043,D034,SV026,2026-06-05,16:00,16:30,booked,1,1,30,no,516
SL01044,D034,SV025,2026-06-05,16:30,17:00,available,1,0,19,no,516
SL01045,D036,SV027,2026-06-05,08:00,08:25,available,1,0,33,no,503
SL01046,D036,SV025,2026-06-05,08:30,09:00,available,1,0,36,no,503
SL01047,D036,SV026,2026-06-05,09:00,09:30,available,1,0,24,no,503
SL01048,D036,SV027,2026-06-05,09:30,09:55,blocked,1,0,,no,503
SL01049,D036,SV027,2026-06-05,10:00,10:25,booked,1,1,24,no,503
SL01050,D036,SV025,2026-06-05,10:30,11:00,blocked,1,0,,no,503
SL01051,D036,SV025,2026-06-05,11:00,11:30,available,1,0,22,no,503
SL01052,D036,SV026,2026-06-05,13:30,14:00,blocked,1,0,,no,503
SL01053,D036,SV026,2026-06-05,14:00,14:30,booked,1,1,33,no,503
SL01054,D036,SV025,2026-06-05,14:30,15:00,booked,1,1,35,no,503
SL01055,D036,SV025,2026-06-05,15:00,15:30,available,1,0,17,no,503
SL01056,D036,SV025,2026-06-05,15:30,16:00,available,1,0,21,no,503
SL01057,D036,SV026,2026-06-05,16:00,16:30,booked,1,1,36,no,503
SL01058,D036,SV026,2026-06-05,16:30,17:00,available,1,0,18,no,503
SL01059,D037,SV029,2026-06-05,08:00,08:25,available,1,0,34,no,804
SL01060,D037,SV029,2026-06-05,08:30,08:55,available,1,0,25,no,804
SL01061,D037,SV030,2026-06-05,09:00,09:25,available,1,0,39,no,804
SL01062,D037,SV028,2026-06-05,09:30,10:00,available,1,0,27,no,804
SL01063,D037,SV029,2026-06-05,10:00,10:25,available,1,0,29,no,804
SL01064,D037,SV029,2026-06-05,10:30,10:55,available,1,0,23,no,804
SL01065,D037,SV029,2026-06-05,11:00,11:25,booked,1,1,32,no,804
SL01066,D040,SV028,2026-06-05,08:00,08:30,available,1,0,31,yes,801
SL01067,D040,SV028,2026-06-05,08:30,09:00,booked,1,1,56,no,801
SL01068,D040,SV029,2026-06-05,09:30,09:55,booked,1,1,30,yes,801
SL01069,D040,SV028,2026-06-05,10:30,11:00,available,1,0,22,yes,801
SL01070,D040,SV028,2026-06-05,11:00,11:30,available,1,0,29,yes,801
SL01071,D043,SV032,2026-06-05,08:00,08:25,booked,1,1,36,no,418
SL01072,D043,SV031,2026-06-05,08:30,08:50,booked,1,1,44,no,418
SL01073,D043,SV031,2026-06-05,09:00,09:20,blocked,1,0,,no,418
SL01074,D043,SV031,2026-06-05,09:30,09:50,available,1,0,25,no,418
SL01075,D043,SV031,2026-06-05,10:00,10:20,booked,1,1,40,no,418
SL01076,D043,SV033,2026-06-05,10:30,10:50,available,1,0,29,no,418
SL01077,D043,SV031,2026-06-05,11:00,11:20,booked,1,1,26,no,418
SL01078,D043,SV032,2026-06-05,13:30,13:55,booked,1,1,41,no,418
SL01079,D043,SV032,2026-06-05,14:00,14:25,blocked,1,0,,no,418
SL01080,D043,SV033,2026-06-05,14:30,14:50,available,1,0,15,no,418
SL01081,D043,SV032,2026-06-05,15:00,15:25,available,1,0,26,no,418
SL01082,D043,SV031,2026-06-05,15:30,15:50,available,1,0,19,no,418
SL01083,D043,SV031,2026-06-05,16:00,16:20,booked,1,1,31,no,418
SL01084,D043,SV031,2026-06-05,16:30,16:50,booked,1,1,40,no,418
SL01085,D044,SV032,2026-06-05,08:00,08:25,blocked,1,0,,no,408
SL01086,D044,SV032,2026-06-05,08:30,08:55,available,1,0,32,no,408
SL01087,D044,SV033,2026-06-05,09:00,09:20,available,1,0,31,no,408
SL01088,D044,SV032,2026-06-05,09:30,09:55,booked,1,1,35,no,408
SL01089,D044,SV033,2026-06-05,10:00,10:20,available,1,0,16,no,408
SL01090,D044,SV032,2026-06-05,10:30,10:55,booked,1,1,38,no,408
SL01091,D044,SV033,2026-06-05,11:00,11:20,booked,1,1,46,no,408
SL01092,D044,SV032,2026-06-05,13:30,13:55,booked,1,1,29,no,408
SL01093,D044,SV033,2026-06-05,14:00,14:20,available,1,0,14,no,408
SL01094,D044,SV032,2026-06-05,14:30,14:55,available,1,0,20,no,408
SL01095,D044,SV032,2026-06-05,15:00,15:25,available,1,0,21,no,408
SL01096,D044,SV033,2026-06-05,15:30,15:50,booked,1,1,23,no,408
SL01097,D044,SV031,2026-06-05,16:00,16:20,available,1,0,30,no,408
SL01098,D044,SV033,2026-06-05,16:30,16:50,booked,1,1,33,no,408
SL01099,D045,SV035,2026-06-05,13:30,13:55,available,1,0,23,no,219
SL01100,D045,SV034,2026-06-05,14:00,14:25,available,1,0,21,no,219
SL01101,D045,SV034,2026-06-05,14:30,14:55,available,1,0,12,no,219
SL01102,D045,SV034,2026-06-05,15:00,15:25,available,1,0,12,no,219
SL01103,D045,SV036,2026-06-05,15:30,15:50,booked,1,1,36,no,219
SL01104,D045,SV036,2026-06-05,16:00,16:20,available,1,0,22,no,219
SL01105,D045,SV036,2026-06-05,16:30,16:50,available,1,0,16,no,219
SL01106,D047,SV035,2026-06-05,13:30,13:55,booked,1,1,32,no,205
SL01107,D047,SV034,2026-06-05,14:00,14:25,available,1,0,14,no,205
SL01108,D047,SV036,2026-06-05,14:30,14:50,blocked,1,0,,no,205
SL01109,D047,SV034,2026-06-05,15:00,15:25,available,1,0,26,no,205
SL01110,D047,SV036,2026-06-05,15:30,15:50,available,1,0,22,no,205
SL01111,D047,SV035,2026-06-05,16:00,16:25,booked,1,1,23,no,205
SL01112,D047,SV035,2026-06-05,16:30,16:55,booked,1,1,27,no,205
SL01113,D006,SV006,2026-06-06,08:00,08:25,booked,1,1,44,no,309
SL01114,D006,SV004,2026-06-06,08:30,08:50,available,1,0,25,no,309
SL01115,D006,SV006,2026-06-06,09:00,09:25,available,1,0,30,no,309
SL01116,D006,SV004,2026-06-06,09:30,09:50,booked,1,1,26,no,309
SL01117,D006,SV006,2026-06-06,10:00,10:25,blocked,1,0,,no,309
SL01118,D006,SV006,2026-06-06,10:30,10:55,available,1,0,23,no,309
SL01119,D006,SV004,2026-06-06,11:00,11:20,available,1,0,20,no,309
SL01120,D007,SV005,2026-06-06,13:30,13:55,available,1,0,21,yes,315
SL01121,D007,SV004,2026-06-06,14:00,14:20,available,1,0,17,no,315
SL01122,D007,SV005,2026-06-06,14:30,14:55,available,1,0,19,no,315
SL01123,D007,SV005,2026-06-06,15:00,15:25,available,1,0,5,no,315
SL01124,D007,SV004,2026-06-06,16:00,16:20,available,1,0,23,yes,315
SL01125,D007,SV004,2026-06-06,16:30,16:50,booked,1,1,28,no,315
SL01126,D008,SV006,2026-06-06,08:00,08:25,available,1,0,28,no,317
SL01127,D008,SV004,2026-06-06,08:30,08:50,available,1,0,39,no,317
SL01128,D008,SV004,2026-06-06,09:00,09:20,available,1,0,36,no,317
SL01129,D008,SV006,2026-06-06,09:30,09:55,available,1,0,19,yes,317
SL01130,D008,SV004,2026-06-06,10:00,10:20,available,1,0,14,no,317
SL01131,D008,SV005,2026-06-06,10:30,10:55,available,1,0,26,no,317
SL01132,D008,SV005,2026-06-06,11:00,11:25,available,1,0,20,yes,317
SL01133,D010,SV007,2026-06-06,13:30,13:55,booked,1,1,43,no,101
SL01134,D010,SV007,2026-06-06,14:30,14:55,available,1,0,26,no,101
SL01135,D010,SV009,2026-06-06,15:00,15:25,available,1,0,11,no,101
SL01136,D010,SV008,2026-06-06,15:30,16:00,booked,1,1,29,no,101
SL01137,D010,SV009,2026-06-06,16:00,16:25,booked,1,1,35,no,101
SL01138,D010,SV007,2026-06-06,16:30,16:55,available,1,0,26,no,101
SL01139,D014,SV012,2026-06-06,13:30,13:55,available,1,0,9,no,416
SL01140,D014,SV010,2026-06-06,14:00,14:20,booked,1,1,31,no,416
SL01141,D014,SV011,2026-06-06,14:30,14:55,booked,1,1,27,no,416
SL01142,D014,SV010,2026-06-06,15:00,15:20,booked,1,1,28,no,416
SL01143,D014,SV010,2026-06-06,15:30,15:50,blocked,1,0,,no,416
SL01144,D014,SV010,2026-06-06,16:00,16:20,available,1,0,14,no,416
SL01145,D014,SV011,2026-06-06,16:30,16:55,available,1,0,27,no,416
SL01146,D015,SV011,2026-06-06,13:30,13:55,available,1,0,20,yes,418
SL01147,D015,SV010,2026-06-06,14:30,14:50,booked,1,1,28,yes,418
SL01148,D015,SV010,2026-06-06,15:30,15:50,available,1,0,7,no,418
SL01149,D015,SV010,2026-06-06,16:30,16:50,available,1,0,18,no,418
SL01150,D016,SV010,2026-06-06,08:30,08:50,booked,1,1,40,no,409
SL01151,D016,SV010,2026-06-06,09:00,09:20,booked,1,1,35,no,409
SL01152,D016,SV010,2026-06-06,09:30,09:50,booked,1,1,25,yes,409
SL01153,D016,SV010,2026-06-06,10:00,10:20,available,1,0,17,no,409
SL01154,D016,SV011,2026-06-06,10:30,10:55,available,1,0,12,no,409
SL01155,D016,SV012,2026-06-06,11:00,11:25,available,1,0,23,no,409
SL01156,D016,SV012,2026-06-06,13:30,13:55,available,1,0,18,no,409
SL01157,D016,SV010,2026-06-06,14:00,14:20,available,1,0,22,no,409
SL01158,D016,SV010,2026-06-06,14:30,14:50,available,1,0,10,no,409
SL01159,D016,SV010,2026-06-06,15:00,15:20,booked,1,1,27,yes,409
SL01160,D016,SV012,2026-06-06,15:30,15:55,available,1,0,8,no,409
SL01161,D016,SV010,2026-06-06,16:00,16:20,available,1,0,26,no,409
SL01162,D016,SV012,2026-06-06,16:30,16:55,available,1,0,19,yes,409
SL01163,D017,SV013,2026-06-06,08:00,08:30,available,1,0,33,no,511
SL01164,D017,SV015,2026-06-06,08:30,08:55,available,1,0,39,no,511
SL01165,D017,SV015,2026-06-06,09:00,09:25,booked,1,1,42,yes,511
SL01166,D017,SV013,2026-06-06,09:30,10:00,booked,1,1,47,no,511
SL01167,D017,SV015,2026-06-06,10:00,10:25,available,1,0,31,yes,511
SL01168,D017,SV015,2026-06-06,10:30,10:55,booked,1,1,38,yes,511
SL01169,D017,SV015,2026-06-06,11:00,11:25,available,1,0,28,yes,511
SL01170,D018,SV013,2026-06-06,08:00,08:30,available,1,0,38,no,501
SL01171,D018,SV015,2026-06-06,08:30,08:55,blocked,1,0,,no,501
SL01172,D018,SV015,2026-06-06,09:00,09:25,available,1,0,27,no,501
SL01173,D018,SV014,2026-06-06,09:30,09:55,available,1,0,20,no,501
SL01174,D018,SV014,2026-06-06,10:00,10:25,available,1,0,29,no,501
SL01175,D018,SV014,2026-06-06,10:30,10:55,booked,1,1,27,no,501
SL01176,D018,SV015,2026-06-06,11:00,11:25,available,1,0,25,no,501
SL01177,D018,SV014,2026-06-06,13:30,13:55,available,1,0,29,no,501
SL01178,D018,SV013,2026-06-06,14:00,14:30,booked,1,1,25,no,501
SL01179,D018,SV015,2026-06-06,15:00,15:25,available,1,0,20,no,501
SL01180,D018,SV015,2026-06-06,15:30,15:55,available,1,0,27,no,501
SL01181,D018,SV014,2026-06-06,16:00,16:25,available,1,0,30,no,501
SL01182,D018,SV015,2026-06-06,16:30,16:55,available,1,0,28,no,501
SL01183,D019,SV014,2026-06-06,08:00,08:25,available,1,0,40,no,506
SL01184,D019,SV015,2026-06-06,08:30,08:55,available,1,0,36,no,506
SL01185,D019,SV014,2026-06-06,09:00,09:25,available,1,0,42,no,506
SL01186,D019,SV014,2026-06-06,09:30,09:55,blocked,1,0,,yes,506
SL01187,D019,SV013,2026-06-06,10:00,10:30,available,1,0,28,no,506
