review_id,appointment_id,rating,wait_satisfaction,comment,created_at
FB00324,A00379,5,high,Cần cải thiện khâu check-in.,2026-06-01 12:00:00
FB00325,A01113,5,high,Bác sĩ tư vấn rõ ràng.,2026-06-07 00:00:00
FB00326,A00027,4,high,Bác sĩ tư vấn rõ ràng.,2026-06-01 08:00:00
FB00327,A00683,5,medium,Nhân viên hỗ trợ tốt.,2026-06-03 05:30:00
FB00328,A00408,5,high,Muốn có thêm slot buổi chiều.,2026-06-10 03:00:00
FB00329,A01068,5,low,Đặt lịch online thuận tiện.,2026-06-12 00:30:00
FB00330,A01130,5,high,Phòng khám sạch sẽ.,2026-06-05 08:30:00
FB00331,A00584,5,high,Nhân viên hỗ trợ tốt.,2026-06-09 07:00:00
FB00332,A01049,5,high,Nhân viên hỗ trợ tốt.,2026-06-12 13:15:00
FB00333,A00547,4,medium,Nhân viên hỗ trợ tốt.,2026-06-10 07:45:00
FB00334,A00013,5,medium,Nhân viên hỗ trợ tốt.,2026-05-25 10:30:00
FB00335,A00763,5,medium,Bác sĩ tư vấn rõ ràng.,2026-06-01 02:00:00
FB00336,A00479,4,high,Bác sĩ tư vấn rõ ràng.,2026-06-09 08:45:00
FB00337,A00985,5,high,Đặt lịch online thuận tiện.,2026-06-07 01:15:00
FB00338,A00826,4,high,Phòng khám sạch sẽ.,2026-06-03 09:30:00
FB00339,A00875,4,medium,Bác sĩ tư vấn rõ ràng.,2026-05-31 11:45:00
FB00340,A00062,5,low,Cần cải thiện khâu check-in.,2026-05-29 02:15:00
FB00341,A00102,5,low,Phòng khám sạch sẽ.,2026-05-30 07:00:00
FB00342,A00659,5,medium,Đặt lịch online thuận tiện.,2026-06-01 06:15:00
FB00343,A01003,5,high,Thời gian chờ hợp lý.,2026-06-08 02:45:00
FB00344,A00780,5,medium,Cần cải thiện khâu check-in.,2026-06-01 01:45:00
FB00345,A00786,4,high,Phòng khám sạch sẽ.,2026-06-04 11:30:00
FB00346,A00595,4,high,Phòng khám sạch sẽ.,2026-06-06 14:00:00
FB00347,A00477,4,medium,Đặt lịch online thuận tiện.,2026-06-07 02:30:00
FB00348,A00614,4,high,Phòng khám sạch sẽ.,2026-06-11 16:00:00
FB00349,A00491,4,high,Phòng khám sạch sẽ.,2026-06-04 07:45:00
FB00350,A00124,5,high,Đặt lịch online thuận tiện.,2026-06-02 08:00:00
